feature,target,pearson_r,pearson_p,spearman_r,spearman_p,n,abs_spearman
C4_inside_C3,C5_high_excursion,-0.04778239098027748,0.005854786291219345,-0.06596437781680611,0.00014100002168029144,3325,0.06596437781680611
H4_1_volume,C7_high_excursion,-0.014887855942559055,0.39078180378454874,-0.06580720984259093,0.00014626980222908623,3325,0.06580720984259093
C3_C4_return,C5_high_excursion,-0.007609167301406102,0.6609460617750502,-0.06540609161247667,0.0001605717479583387,3325,0.06540609161247667
H4_2_trades,C5_low_excursion,-0.01597520782154948,0.3571090011613018,-0.06533287713887677,0.000163320223567777,3325,0.06533287713887677
window_low,C7_return,-0.05663832440878508,0.001085709086240649,-0.06530363985689432,0.00016443010559582171,3325,0.06530363985689432
C1_upper_wick,C6_high_excursion,-0.0558809734531705,0.0012660713659099158,-0.06486151210620233,0.0001821026629502885,3325,0.06486151210620233
C4_high,C7_return,-0.05480047475531047,0.0015715466727886252,-0.06455076215861202,0.00019557571051451164,3325,0.06455076215861202
window_range,C7_low_excursion,0.09361705356637362,6.370648911565552e-08,0.06443037886697041,0.0002010424098318331,3325,0.06443037886697041
C4_return,C7_return,-0.03567518873120991,0.03968497506137535,-0.06429112875943131,0.0002075447722652983,3325,0.06429112875943131
C4_trades_ratio,C5_low_excursion,-0.0008907072288268633,0.9590534929703858,-0.06394779652652192,0.0002244302970571009,3325,0.06394779652652192
H4_2_lower_wick,C5_high_excursion,-0.07477766667362361,1.586568098725638e-05,-0.06357662734859534,0.00024413034366257418,3325,0.06357662734859534
C4_open,C7_return,-0.05479767997413944,0.0015724180476091058,-0.06356149929056942,0.0002449666826379934,3325,0.06356149929056942
C2_volume,C7_high_excursion,-0.012322008186210997,0.4775296165927938,-0.06338144547624454,0.00025512923053636706,3325,0.06338144547624454
C3_low,C7_return,-0.055160024362798786,0.0014630789695615032,-0.06333282661416702,0.0002579403686049966,3325,0.06333282661416702
C3_close,C7_return,-0.05474896894351216,0.0015876770752196927,-0.06308695288896574,0.0002726068641075386,3325,0.06308695288896574
H4_2_range,C5_low_excursion,0.10089732203504553,5.5188704556233315e-09,0.06280036008329763,0.00029068744674334753,3325,0.06280036008329763
all_bearish,C6_return,0.034618141081099035,0.04593097709622841,0.06264030062574023,0.0003012679230947906,3325,0.06264030062574023
C2_range,C5_low_excursion,0.09869274320637933,1.1793286133991191e-08,0.062484991520496046,0.00031187808670489107,3325,0.062484991520496046
C4_close_below_C3_low,C5_high_excursion,0.007457236532059172,0.6673051024129695,0.06243201146852341,0.0003155767807169581,3325,0.06243201146852341
C3_trades,C6_high_excursion,-0.03903382244506513,0.024397481996243076,-0.062297273313901266,0.0003251690092632097,3325,0.062297273313901266
all_bearish,C5_low_excursion,0.04562768834669349,0.008503338238687276,0.06194932467973362,0.0003512166381195403,3325,0.06194932467973362
C4_volume_ratio,C5_low_excursion,-0.003616084473256968,0.8348886417821859,-0.06182608526607357,0.0003609011413738374,3325,0.06182608526607357
C3_C4_return,C6_return,-0.03069916905513757,0.07673514008691631,-0.06179126369203685,0.0003636824106989558,3325,0.06179126369203685
C4_body_vs_C3_body,C5_high_excursion,0.0024293024584614445,0.8886379078305038,0.06157655619531849,0.00038127894120810107,3325,0.06157655619531849
C1_lower_wick,C7_high_excursion,-0.04990092223775415,0.004000292380915723,-0.061542310033236916,0.0003841580980518652,3325,0.061542310033236916
H4_1_upper_wick,C7_high_excursion,-0.05187601569374743,0.002769684177678565,-0.06146038925354156,0.00039112798224697783,3325,0.06146038925354156
H4_2_high,C7_return,-0.05324701061507593,0.002130597748229817,-0.06136694831093955,0.0003992221380529232,3325,0.06136694831093955
C3_high,C7_return,-0.05339547186884677,0.0020701963441483538,-0.06080478241072579,0.00045131495634134316,3325,0.06080478241072579
C2_lower_wick,C7_high_excursion,-0.05292604993669832,0.0022667385549547943,-0.06068903646795962,0.00046279918156000066,3325,0.06068903646795962
H4_2_open,C7_return,-0.05376058485211521,0.00192826894503132,-0.06039810405822808,0.000492879850410734,3325,0.06039810405822808
C3_open,C7_return,-0.05376058485211521,0.00192826894503132,-0.06039810405822808,0.000492879850410734,3325,0.06039810405822808
C1_close,C7_return,-0.0533631120344087,0.0020832265097896745,-0.06035651363363996,0.0004973260005603809,3325,0.06035651363363996
C2_low,C7_return,-0.053605828179744464,0.0019872989636489195,-0.06035082351001271,0.0004979371917601991,3325,0.06035082351001271
H4_return_change,C5_return,-0.03047307376932537,0.07893307540647608,-0.0603488760454713,0.0004981465348122468,3325,0.0603488760454713
C4_range,C7_high_excursion,-0.05741461330224351,0.0009257343027943571,-0.06033725531320952,0.0004993974135287342,3325,0.06033725531320952
C2_close,C7_return,-0.05369717766741572,0.001952257467601976,-0.060175446979141296,0.0005171217134163092,3325,0.060175446979141296
H4_1_close,C7_return,-0.05369717766741572,0.001952257467601976,-0.060175446979141296,0.0005171217134163092,3325,0.060175446979141296
window_high,C7_return,-0.05244173389341279,0.0024872989363340504,-0.06013212375330467,0.0005219657927124937,3325,0.06013212375330467
C2_open,C7_return,-0.05323282014816385,0.0021364549047178617,-0.06010738210620984,0.0005247511488426499,3325,0.06010738210620984
H4_1_lower_wick_ratio,C5_low_excursion,-0.035020259198471744,0.0434636617793285,-0.060030258868853846,0.0005335225992705973,3325,0.060030258868853846
H4_1_body_ratio,C5_high_excursion,-0.06235485651224384,0.0003210366656423023,-0.05987354805688356,0.0005517680019244515,3325,0.05987354805688356
C4_break_C3_low,C7_high_excursion,0.03447540622548696,0.04683466657274265,0.05978827001847924,0.0005619391379945229,3325,0.05978827001847924
C1_high,C7_return,-0.05301861948580782,0.00222667811835172,-0.05976409367932909,0.0005648542536271106,3325,0.05976409367932909
H4_1_low,C7_return,-0.05383068999804456,0.0019020615374729327,-0.05971588096440177,0.0005707096825380192,3325,0.05971588096440177
