timestamp,C4_close,prior_8h_high,prior_8h_low,prior_8h_range_pips,C5_close,C5_high,C5_low,C5_close_position_pct_8h,C5_high_position_pct_8h,C5_low_position_pct_8h,C5_high_zone_8h,C5_low_zone_8h,C5_breaks_prior_8h_high,C5_breaks_prior_8h_low,C5_high_break_only,C5_low_break_only,C5_break_side,C5_high_sweep_reject_prior_8h,C5_low_sweep_reject_prior_8h,C5_high_distance_from_prior_8h_high_pips,C5_low_distance_from_prior_8h_low_pips,C5_range_pips,C6_range_pips,C4_to_C5_high_pips,C4_to_C5_low_pips,MFE_long_C4_close_C5C6_pips,MAE_long_C4_close_C5C6_pips,MFE_short_C4_close_C5C6_pips,MAE_short_C4_close_C5C6_pips,C6_extend_above_C5_high_pips,C6_extend_below_C5_low_pips,C6_close_from_C5_high_pips,C6_close_from_C5_low_pips,MFE_long_C5_high_pips,MAE_long_C5_high_pips,MFE_short_C5_low_pips,MAE_short_C5_low_pips,max_projection_up_C5C6_from_C5_high_pips,max_projection_down_C5C6_from_C5_low_pips,C6_breaks_C5_high,C6_breaks_C5_low,C6_close_above_C5_high,C6_close_below_C5_low,C6_inside_C5_range,C6_high_sweep_C5_high_reject,C6_low_sweep_C5_low_reject,up_from_C5_high_touch_50_pips_bar,down_from_C5_low_touch_50_pips_bar,up_from_C5_high_touch_100_pips_bar,down_from_C5_low_touch_100_pips_bar,up_from_C5_high_touch_250_pips_bar,down_from_C5_low_touch_250_pips_bar,up_from_C5_high_touch_500_pips_bar,down_from_C5_low_touch_500_pips_bar,up_from_C5_high_touch_750_pips_bar,down_from_C5_low_touch_750_pips_bar,up_from_C5_high_touch_800_pips_bar,down_from_C5_low_touch_800_pips_bar,up_from_C5_high_touch_1000_pips_bar,down_from_C5_low_touch_1000_pips_bar,up_from_C5_high_touch_1500_pips_bar,down_from_C5_low_touch_1500_pips_bar,up_from_C5_high_touch_2000_pips_bar,down_from_C5_low_touch_2000_pips_bar
1765072800000000,89418.12,89770.5,89244.11,52638.99999999994,89530.69,89592.1,89521.41,54.4425236041722,66.1087786622097,52.679572180323184,60-75%,50-60%,0,0,0,0,0,0,0,0.0,0.0,7069.000000000233,68803.99999999936,17398.000000001048,-10329.000000000815,65238.99999999994,3564.999999999418,3564.999999999418,65238.99999999994,47840.999999998894,13894.000000000233,-20963.000000000466,-13894.000000000233,47840.999999998894,20963.000000000466,13894.000000000233,54909.99999999913,47840.999999998894,13894.000000000233,1,1,0,1,0,1,0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
1765080000000000,89530.69,89592.1,89244.11,34799.000000000524,89382.47,90070.51,89382.47,39.759763211586105,100.0,39.759763211586105,90-100%,25-40%,1,0,1,0,1,1,0,47840.999999998894,0.0,68803.99999999936,13958.99999999965,53981.99999999924,14822.000000000116,53981.99999999924,37625.0,37625.0,53981.99999999924,0.0,22802.999999999884,-91606.99999999924,-22802.999999999884,0.0,91606.99999999924,22802.999999999884,0.0,0.0,22802.999999999884,0,1,0,1,0,0,0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0
1765087200000000,89382.47,90070.51,89244.11,82639.99999999942,89154.44,89294.03,89154.44,0.0,6.0406582768633355,0.0,0-10%,0-10%,0,1,0,1,-1,0,0,0.0,8966.999999999825,13958.99999999965,9741.00000000035,-8844.000000000233,22802.999999999884,3183.9999999996508,22802.999999999884,22802.999999999884,3183.9999999996508,12027.999999999884,0.0,2286.9999999995343,16245.999999999185,12027.999999999884,0.0,0.0,25986.999999999534,12027.999999999884,0.0,1,0,1,0,0,0,0,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,
1765094400000000,89154.44,90070.51,89154.44,91606.99999999924,89316.9,89414.31,89316.9,17.734452607332756,28.367919482135374,17.734452607332756,25-40%,10-25%,0,0,0,0,0,0,0,0.0,0.0,9741.00000000035,92651.00000000093,25986.999999999534,-16245.999999999185,51150.0,41501.00000000093,41501.00000000093,51150.0,25163.000000000466,57747.00000000012,-29303.99999999936,-19562.99999999901,25163.000000000466,67488.00000000047,57747.00000000012,34904.000000000815,25163.000000000466,57747.00000000012,1,1,0,1,0,1,0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
1765101600000000,89316.9,90070.51,89154.44,91606.99999999924,89121.27,89665.94,88739.43,0.0,55.83634438416324,0.0,50-60%,0-10%,0,1,0,1,-1,0,0,0.0,41501.00000000093,92651.00000000093,153775.99999999948,34904.000000000815,57747.00000000012,34904.000000000815,134301.99999999895,134301.99999999895,34904.000000000815,0.0,76554.99999999884,-15430.000000000291,77221.00000000064,0.0,169205.99999999977,76554.99999999884,77221.00000000064,0.0,76554.99999999884,0,1,0,0,1,0,1,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0
1765108800000000,89121.27,90070.51,88739.43,133108.00000000017,89511.64,89511.64,87973.88,58.01379331069548,58.01379331069548,0.0,50-60%,0-10%,0,1,0,1,-1,0,1,0.0,76554.99999999884,153775.99999999948,177902.99999999988,39036.999999999534,114738.99999999994,199427.99999999988,114738.99999999994,114738.99999999994,199427.99999999988,160391.00000000035,0.0,130197.00000000012,283972.9999999996,160391.00000000035,17511.999999999534,0.0,314166.9999999998,160391.00000000035,0.0,1,0,1,0,0,0,0,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,
1765116000000000,89511.64,89665.94,87973.88,169205.99999999977,90813.61,91115.55,89336.52,100.0,100.0,80.53142323558275,90-100%,75-90%,1,0,1,0,1,0,0,144961.00000000006,0.0,177902.99999999988,40865.999999998894,160391.00000000035,17511.999999999534,209222.9999999996,17511.999999999534,17511.999999999534,209222.9999999996,48831.99999999924,0.0,35145.999999999185,213048.99999999907,48831.99999999924,0.0,0.0,226734.99999999913,48831.99999999924,0.0,1,0,1,0,0,0,0,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,
1765123200000000,90813.61,91115.55,87973.88,314166.9999999998,91467.01,91603.87,91195.21,100.0,100.0,100.0,90-100%,90-100%,1,0,1,0,1,0,0,48831.99999999924,0.0,40865.999999998894,130673.99999999907,79025.99999999948,-38160.00000000058,79025.99999999948,65333.99999999965,65333.99999999965,79025.99999999948,0.0,103494.00000000023,-144359.99999999913,-103494.00000000023,0.0,144359.99999999913,103494.00000000023,27179.999999998836,0.0,103494.00000000023,0,1,0,1,0,0,0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0
1765130400000000,91467.01,91603.87,87973.88,362998.99999999907,90160.27,91467.01,90160.27,60.23129540301778,96.22974167972912,60.23129540301778,90-100%,60-75%,0,0,0,0,0,0,0,0.0,0.0,130673.99999999907,109650.99999999948,0.0,130673.99999999907,0.0,221351.99999999895,221351.99999999895,0.0,0.0,90677.99999999988,-111700.99999999948,18972.999999999593,0.0,221351.99999999895,90677.99999999988,18972.999999999593,0.0,90677.99999999988,0,1,0,0,1,0,1,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0
1765137600000000,90160.27,91603.87,87973.88,362998.99999999907,90350.0,90350.0,89253.49,65.45803156482529,65.45803156482529,35.25106129768963,60-75%,25-40%,0,0,0,0,0,0,0,0.0,0.0,109650.99999999948,146238.00000000047,18972.999999999593,90677.99999999988,163972.9999999996,90677.99999999988,90677.99999999988,163972.9999999996,145000.0,0.0,72627.00000000041,182277.99999999988,145000.0,1238.0000000004657,0.0,254650.99999999948,145000.0,0.0,1,0,1,0,0,0,0,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,
1765144800000000,90350.0,91603.87,89253.49,235037.999999999,91076.27,91800.0,90337.62,77.55256596805651,100.0,46.12573286021812,90-100%,40-50%,1,0,1,0,1,1,0,19613.000000000466,0.0,146238.00000000047,37244.99999999971,145000.0,1238.0000000004657,145000.0,1238.0000000004657,1238.0000000004657,145000.0,0.0,0.0,-57800.0,88438.00000000047,0.0,83275.99999999948,0.0,100207.0000000007,0.0,0.0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,
1765152000000000,91076.27,91800.0,89253.49,254650.99999999948,91222.0,91339.69,90967.24,77.3022685950575,81.92388798787366,67.29798822702458,75-90%,60-75%,0,0,0,0,0,0,0,0.0,0.0,37244.99999999971,34780.99999999977,26341.999999999825,10902.999999999884,35676.99999999895,10902.999999999884,10902.999999999884,35676.99999999895,9334.999999999127,0.0,9334.999999999127,46579.999999998836,9334.999999999127,25446.00000000064,0.0,46579.999999998836,9334.999999999127,0.0,1,0,1,0,0,0,0,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,
